Key,Russian,English,Comments,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
building.menu.status.fertilize,Плодородность: {number}%,Fertility: {number}%,,Fertility: {number}%,Úrodnost: {number} %,Fertilidade: {number}%,Fertilidad: {number} %,Żyzność: {number}%,肥力：{number}%,肥沃度：{number}%,肥沃度： {number}%,비옥도: {number}%,Fruchtbarkeit: {number} %,Fertilité : {number} %,Fertilità: {number}%,Verimlilik: %{number},Termőképesség: {number}%,Родючість: {number}%,Độ màu mỡ: {number}%
building.menu.status.produce,Производится: {resource} ({progress}%),In Production: {resource} ({progress}%),,In Production: {resource} ({progress}%),Vyrábí se: {resource} ({progress} %),Em produção: {resource} ({progress}%),En producción: {resource} ({progress} %),W produkcji: {resource} ({progress}%),生产进度：{resource} ({progress}%),生產中：{resource} ({progress}%),生産中： {resource} ({progress}%),생산 중: {resource}({progress}%),In Produktion: {resource} ({progress} %),Production : {resource} ({progress} %),In produzione: {resource} ({progress}%),Üretiliyor: {resource} (%{progress}),Termelés alatt: {resource} ({progress}%),Виробляється: {resource} ({progress}%),Đang sản xuất: {resource} ({progress}%)
building.menu.status.raw_not_enough,Не хватает ресурсов для производства,Insufficient resources for production.,,Insufficient resources for production.,Na výrobu není dost surovin.,Não há recursos suficientes para a produção,Recursos insuficientes para producción.,Niewystarczająca ilość surowców do produkcji.,生产资源不足。,生產所需資源不足。,生産には資源が足りません。,생산에 필요한 자원이 부족합니다.,Nicht genug Ressourcen für die Produktion.,Ressources insuffisantes à la construction.,Risorse per la produzione insufficienti.,Üretim için yetersiz kaynak.,Nincs elég nyersanyag a termeléshez.,Для виробництва бракує ресурсів.,Không đủ tài nguyên để sản xuất.
building.menu.status.relocate,Идет перенос,Relocate in progress.,,Relocate in progress.,Probíhá přesun.,Relocação em andamento,Recolocación en curso.,Trwają przenosiny.,搬迁中。,遷移中,移転進行中。,재배치 중입니다.,Wird verlegt.,Relocalisation en cours.,Spostamento in corso.,Taşıma işlemi devam ediyor.,Áthelyezés folyamatban.,Відбувається переміщення.,Đang di dời.
building.menu.status.repair,Идет ремонт,Repair in progress.,,Repair in progress.,Probíhá oprava.,Conserto em andamento,Reparación en curso.,Trwają naprawy.,修理中。,修復中,修理中。,수리 중입니다.,Wird repariert.,Réparation en cours.,Riparazione in corso.,Tamir işlemi devam ediyor.,Javítás folyamatban.,Відбувається ремонт.,Đang sửa chữa.
building.menu.status.upgrade,Идет улучшение,Upgrade in progress.,,Upgrade in progress.,Probíhá vylepšení.,Melhoria em andamento,Mejora en curso.,Trwa ulepszanie.,升级中。,升級中,アップグレード中。,업그레이드 중입니다.,Wird aufgewertet.,Amélioration en cours.,Miglioramento in corso.,Yükseltme işlemi devam ediyor.,Fejlesztés folyamatban.,Відбувається вдосконалення.,Đang nâng cấp.
building.menu.status.work_time,Рабочее время с {work_hour_begin} до {work_hour_end},Working hours from {work_hour_begin} to {work_hour_end},,Working hours from {work_hour_begin} to {work_hour_end},Pracovní doba od {work_hour_begin} do {work_hour_end},Horário de trabalho: das {work_hour_begin}h às {work_hour_end}h,Horario laboral de {work_hour_begin} a {work_hour_end},Godziny pracy: {work_hour_begin} – {work_hour_end},工作时间从{work_hour_begin}到{work_hour_end},工時：{work_hour_begin} 點至 {work_hour_end} 點,作業時間 {work_hour_begin} ～ {work_hour_end},작업 시간: {work_hour_begin}~{work_hour_end},Arbeitszeit von {work_hour_begin} bis {work_hour_end},Horaires de travail : {work_hour_begin} - {work_hour_end},Orario di lavoro: {work_hour_begin}-{work_hour_end},Çalışma saatleri {work_hour_begin} ile {work_hour_end} arasındadır.,Munkaidő: {work_hour_begin} – {work_hour_end},Робочий час: із {work_hour_begin} до {work_hour_end},Giờ làm việc từ {work_hour_begin} đến {work_hour_end}
building.menu.status.works_fine,Работает нормально,Working Normally,,Working Normally,Pracuje normálně,Funcionamento normal,Trabajando normalmente,Pracuje normalnie.,正常工作,正常運作中,正常に稼働中,평소처럼 작업 중,Im Normalbetrieb,Fonctionne normalement,Lavoro normale,Sorunsuz Çalışıyor,Rendesen működik,Працює нормально,Đang hoạt động bình thường
building.menu.status.pig_farm_need_to_charge,Нужна зарядка Брюквой,Charging with Rutabaga is required,,Charging with Rutabaga is required,Vyžaduje doplnit tuřín,É necessário abastecer com couve-nabo,Necesita reabastecimiento de colinabo,Wymaga dostawy brukwi.,需要供应芜菁,需要取用洋蕪菁,ルタバガの補充が必要,루타바가 보충 필요,Muss mit Steckrüben versorgt werden,Approvisionner en rutabaga,Rifornimento di rape richiesto,Şalgam ikmali gereklidir,Karórépa-utántöltés szükséges,Потрібно поповнити бруквою,Cần bổ sung thêm củ cải
building.menu.status.need_inspector,Требуется назначить руководство,Requires an appointed manager,,Requires an appointed manager,Vyžaduje ustanoveného správce,Precisa de um administrador,Necesita el nombramiento de un gestor,Wymaga mianowania zarządcy.,需要指定管理人,需要指派管理員,選任管理者が必要,관리자 임명 필요,Benötigt einen zugewiesenen Verwalter,Assignez une dame ou un seigneur à la gestion.,Richiede la nomina di un amministratore,Atanmış bir yönetici gerekiyor,Kinevezett intéző szükséges,Потрібно призначити керівника,Yêu cầu có quản lý bổ nhiệm
building.menu.status.need_inspection,Инструкции не получены,Instructions not received,,Instructions not received,Nemá pokyny,Instruções não recebidas,Instrucciones no recibidas,Nie otrzymano poleceń.,未收到指令,未接獲指令,指示を受け取っていません,받은 지시 없음,Keine Anweisungen erhalten,Aucune instruction reçue,Ordini non ricevuti,Talimatlar alınmadı,Nem kapott utasítást,Не отримано вказівок,Chưa nhận được chỉ thị
building.menu.status.need_paper_charge,Нужна зарядка Бумагой,Charging with Paper is required,,Charging with Paper is required,Vyžaduje doplnit,É necessário abastecer com papel,Necesita reabastecimiento,Wymaga surowców.,供应纸张,開始取用紙,紙の補充,종이 보충,Muss mit Papier versorgt werden,Approvisionner en papier,Rifornisci di carta,Kâğıt ikmali yap,Utántöltés szükséges,Потребує поповнення,Cần cung cấp giấy
building.menu.tavern.allow_nectar,Разрешить Нектар,Allow Nectar,,Allow Nectar,Povolit nektar,Permitir néctar,Permite néctar,Serwuj nektar,允许使用蜜酿,允許蜜露,ネクタルの販売を許可,넥타 허용,Nektar erlauben,Autoriser le nectar,Consenti nettare,Nektara İzin Ver,Nektár engedélyezése,Дозволити нектар,Cho phép Mật ong
building.menu.temple.donation,Пожертвования,Donations,,Donations,Příspěvky,Doações,Donaciones,Datki,捐献,捐獻,寄付,기부,Spenden,Dons,Donazioni,Bağışlar,Adományok,Пожертви,Quyên góp
building.menu.temple.priest,СВЯЩЕННИК,PRIEST,,PRIEST,KNĚZ,SACERDOTE,SACERDOTE,KAPŁAN,牧师,神父,司祭,사제,PRIESTER,MINISTRE,SACERDOTE,RAHİP,PAP,СВЯЩЕННИК,LINH MỤC
building.menu.workplace.appoint_inspector,Назначить,Assign,,Assign,Přiřadit,Ação,Asignar,Przydziel,分配,指派,割り当て,배정,Zuweisen,Assigner,Assegna,Ata,Kirendel,Призначити,Phân công
building.menu.workplace.inspection,РУКОВОДСТВО,MANAGEMENT,,MANAGEMENT,SPRÁVA,ADMINISTRAÇÃO,GESTIÓN,ZARZĄDZANIE,管理,管理,管理,관리,VERWALTUNG,GESTION,AMMINISTRAZIONE,YÖNETİM,FELÜGYELET,КЕРУВАННЯ,QUẢN LÝ
building.menu.workplace.priority,Приоритет,Priority,,Priority,Priorita,Prioridade,Prioridad,Priorytet,优先级,優先,優先度,우선순위,Priorität,Priorité,Priorità,Öncelik,Prioritás,Пріоритет,Ưu tiên
building.menu.workplace.produced_today,ПРОИЗВЕДЕНО СЕГОДНЯ,PRODUCED TODAY,,PRODUCED TODAY,VYROBENO DNES,PRODUÇÃO DE HOJE,PRODUCIDO HOY,WYPRODUKOWANO DZISIAJ,今日产出,今日已生產,本日の生産量,오늘 생산량,HEUTE PRODUZIERT,PRODUCTION DU JOUR,PRODUZIONE ODIERNA,BUGÜN ÜRETİLEN,MAI TERMELÉS,ВИРОБЛЕНО СЬОГОДНІ,ĐÃ SẢN XUẤT HÔM NAY
building.menu.workplace.bonus_slave,Бонус от пленников: {bonus_slave},Bonus from prisoners: {bonus_slave},,Bonus from prisoners: {bonus_slave},Bonus za vězně: {bonus_slave},Bônus de prisioneiros: {bonus_slave},Bonificación de prisioneros: {bonus_slave},Premia za jeńców: {bonus_slave},囚犯的奖励：{bonus_slave},囚犯加成：{bonus_slave},囚人からのボーナス： {bonus_slave},수감자 보너스: {bonus_slave},Bonus durch Sklaven: {bonus_slave},Bonus des esclaves : {bonus_slave},Bonus dai prigionieri: {bonus_slave},Mahkûm bonusu: {bonus_slave},Bónusz a foglyoktól: {bonus_slave},Бонус від в'язнів: {bonus_slave},Thưởng từ tù nhân: {bonus_slave}
building.menu.workplace.bonus_addicted,Бонус от зависимых: {bonus_addicted},Bonus from addicted: {bonus_addicted},,Bonus from addicted: {bonus_addicted},Bonus za závislé: {bonus_addicted},Bônus de viciados: {bonus_addicted},Bonificación de los adictos: {bonus_addicted},Premia za uzależnionych: {bonus_addicted},瘾君子的奖励：{bonus_addicted},成癮者加成：{bonus_addicted},依存者からのボーナス： {bonus_addicted},중독자 보너스: {bonus_addicted},Bonus durch Süchtige: {bonus_addicted},Bonus des nectaromanes : {bonus_addicted},Bonus dai nettaredipendenti: {bonus_addicted},Bağımlı bonusu: {bonus_addicted},Bónusz a függőktől: {bonus_addicted},Бонус від залежних: {bonus_addicted},Thưởng từ người nghiện: {bonus_addicted}
building.menu.workplace.bonus_culture,Бонус от {culture}: {bonus_culture},Bonus from {culture} expertise: {bonus_culture},,Bonus from {culture} expertise: {bonus_culture},Bonus za expertízu – {culture}: {bonus_culture},Bônus de especialização {culture}: {bonus_culture},Bonificación del conocimiento de los {culture}: {bonus_culture},Premia za wiedzę kultury {culture}: {bonus_culture},来自{culture}专长的奖励：{bonus_culture},{culture}特長加成：{bonus_culture},{culture}の専門知識からのボーナス： {bonus_culture},{culture} 전문 분야 보너스: {bonus_culture},Bonus durch {culture}-Expertise: {bonus_culture},Bonus des experts {culture}s : {bonus_culture},Bonus dall'esperienza di {culture}: {bonus_culture},{culture} uzmanlığı bonusu: {bonus_culture},Bónusz a(z) {culture} ismeretből: {bonus_culture},Бонус від культури {culture}: {bonus_culture},Thưởng từ chuyên môn {culture}: {bonus_culture}
building.menu.workplace.statistics,СТАТИСТИКА,STATISTICS,,STATISTICS,STATISTIKY,ESTATÍSTICAS,ESTADÍSTICAS,STATYSTYKI,统计,統計數據,ステータス,통계,STATISTIK,STATISTIQUES,STATISTICHE,İSTATİSTİKLER,STATISZTIKÁK,СТАТИСТИКА,THỐNG KÊ
building.menu.workplace.workers,РАБОЧИЕ,WORKERS,,WORKERS,DĚLNÍCI,TRABALHADORES,TRABAJADORES,PRACOWNICY,工人,工人,労働者,일꾼,ARBEITER,MAIN-D'ŒUVRE,LAVORATORI,İŞÇİLER,MUNKÁSOK,ПРАЦІВНИКИ,CÔNG NHÂN
building.menu.workplace.workers.free,Крестьяне,Peasants,,Peasants,Rolníci,Camponeses,Campesinos,Chłopi,平民,庶民,農民,농민,Bauern,Paysannat,Popolani,Köylüler,Parasztok,Селяни,Nông dân
building.menu.workplace.workers.slaves,Пленники,Prisoners,,Prisoners,Vězni,Prisioneiros,Prisioneros,Jeńcy,囚犯,囚犯,囚人,수감자,Sklaven,Esclaves,Prigionieri,Mahkûmlar,Foglyok,В'язні,Tù nhân
building.menu.workplace.addicted,Зависимые,Addicted,,Addicted,Závislí,Viciados,Adictos,Uzależnieni,瘾君子,成癮者,依存者,중독자,Süchtige,Nectaromanes,Nettaredipendenti,Bağımlı,Függők,Залежні,Người nghiện
building.menu.patrollers,Баннер патруля,Patrol Banner,,Patrol Banner,Hlídkový prapor,Estandarte da patrulha,Estandarte de patrulla,Sztandar patrolu,巡逻旗帜,巡邏旗,巡回者の旗,순찰 깃발,Patrouillenbanner,Balise de patrouille,Stendardo di pattuglia,Devriye Sancağı,Járőrlobogó,Стяг патруля,Cờ hiệu tuần tra
building.menu.radius,Радиус патрулирования,Patrol Radius,,Patrol Radius,Dosah hlídky,Raio da patrulha,Radio de la patrulla,Zasięg patrolu,巡逻范围,巡邏範圍,巡回範囲,순찰 반경,Patrouillenradius,Zone de patrouille,Raggio di pattuglia,Devriye Menzili,Járőrsugár,Радіус патрулювання,Bán kính tuần tra
building.menu.combat_max,Макс. уровень боя,Max combat level,,Max combat level,Max. bojová úroveň,Nível máx. de combate,Nivel máx. de combate,Maks. poziom bojowy,最大战斗等级,最高戰鬥等級,最高戦闘レベル,최대 전투 레벨,Max. Kampfstufe,Niveau de combat max.,Livello di combattimento massimo,Maksimum dövüş seviyesi,Max. harci szint,Максимальний рівень бою,Cấp độ chiến đấu tối đa
building.menu.max_pain,Макс. уровень боли,MAXIMUM PAIN LEVEL,,MAXIMUM PAIN LEVEL,MAXIMÁLNÍ ÚROVEŇ BOLESTI,NÍVEL MÁXIMO DE DOR,NIVEL MÁXIMO DE DOLOR,MAKS. POZIOM BÓLU,最大疼痛等级,最高疼痛程度,最小痛みのレベル,최대 통증 레벨,MAXIMALE SCHMERZSTUFE,NIVEAU DE DOULEUR MAX.,LIVELLO DI DOLORE MASSIMO,MAKSİMUM ACI SEVİYESİ,MAXIMÁLIS FÁJDALOMSZINT,МАКСИМАЛЬНИЙ РІВЕНЬ БОЛЮ,MỨC ĐỘ ĐAU ĐỚN TỐI ĐA
menu.patrol_sign.description,Место патрулирования для воинов,Patrol place for warriors,,Patrol place for warriors,Místo hlídky pro vojáky,Local de patrulha para guerreiros,Lugar de patrulla para soldados,Miejsce patrolu żołnierzy,士兵巡逻地点,戰士巡邏處,兵士の巡回場所,전사 순찰 장소,Patrouillenplatz für Soldaten,Espace de patrouille des soldats,Luogo di pattuglia per soldati,Askerler için devriye yeri,Járőrhely a katonák számára,Місце патрулювання солдатів,Nơi tuần tra cho chiến binh
building.mine,Шахта железа,Mine,,Mine,Důl,Mina,Mina,Kopalnia,矿井,礦場,鉱山,광산,Mine,Mine,Miniera,Maden,Bánya,Шахта,Mỏ
building.noble_house,Дом лорда,Lord's house,,Lord's house,Lordův dům,Casa de nobre,Casa del señor,Dom lorda,领主住宅,貴族住宅,領主の家,영주의 집,Adelshaus,Maison de noble,Casa per nobili,Asilzade Evi,Nemes háza,Будинок вельможі,Nhà thờ Chúa
building.paper_factory,Производство бумаги,Paper Workshop,,Paper Workshop,Papírna,Oficina de papel,Taller de papel,Papiernia,造纸坊,造紙坊,製紙工場,제지소,Papierwerkstatt,Papeterie,Cartificio,Kâğıt Atölyesi,Papírműhely,Паперова майстерня,Xưởng giấy
building.slaves_barrack,Барак пленников,Prison Ward,,Prison Ward,Věznice,Cela de prisão,Prisión,Barak jeńców,监狱牢房,牢房,刑務所,감옥,Kerker,Cabane d'esclaves,Prigione,Hapishane Koğuşu,Börtön,Тюремний барак,Phòng giam giữ
building.temple.preach.doubt,Проповедь сомнений,Sermon of Doubt,,Sermon of Doubt,Kázání o pochybách,Sermão de dúvida,Sermón de duda,Kazanie zwątpienia,疑窦之道,疑竇之道,疑念の説教,의심의 설교,Predigt des Zweifels,Sermon de doute,Sermone miscredente,Şüphe Vaazı,Kételybeszéd,Проповідь сумніву,Bài giảng nghi ngờ
building.temple.preach.faith,Проповедь веры,Sermon of Faith,,Sermon of Faith,Kázání o víře,Sermão de fé,Sermón de fe,Kazanie wiary,信仰之道,信仰之道,信仰の説教,믿음의 설교,Predigt des Glaubens,Sermon de foi,Sermone devoto,İnanç Vaazı,Hitbeszéd,Проповідь віри,Bài giảng đức tin
building.farm.pig_farm_charge_abort,Отменить зарядку,Cancel Сharging,,Cancel Сharging,Zrušit zásobování jídlem,Cancelar abastecimento,Cancelar carga de comida,Anuluj dostawy żywności,取消食材供应,停止取用糧食,食料補充のキャンセル,음식 보충 취소,Nahrungsnachschub abbrechen,Annuler l'approvisionnement,Annulla rifornimento di cibo,Gıda İkmalini İptal Et,Élelemellátás beszüntetése,Скасувати поповнення їжею,Hủy cung cấp
building.farm.pig_farm_charge,Зарядить Брюквой,Charge with Rutabaga,,Charge with Rutabaga,Zásobit jídlem,Abastecer com couve-nabo,Carga con comida,Dostarczaj żywność,供应纸张,開始取用紙,紙の補充,종이 보충,Mit Steckrüben versorgen,Approvisionner en rutabaga,Rifornisci di carta,Kâğıt ikmali yap,Feltöltés élelemmel,Поповнити їжею,Dự trữ thực phẩm
